Year,Detail
1980,"The Cincinnati Reds' Cesar Geronimo experienced déjà vu at the plate, as he became the three-thousandth career strikeout of the Houston Astros' Nolan Ryan. Ironically, he was also Bob Gibson's three-thousandth career strikeout victim six seasons earlier."
1980,"Pitcher Steve Carlton, then with the Philadelphia Phillies, fanned 7 St. Louis Cardinals in a July 6th, 8-3 win, crowning him as the major leagues' left-handed strikeout king with 2,836 K's."
1980,"Ron LeFlore, of the Montreal Expos, stole his sixty-second base on July 28th, during the seventh inning of a 5-4 win against the Cincinnati Reds, but was tagged out after stepping off the bag while trying to read the scoreboard that was noting the first stolen base occurrence one-hundred fifteen years earlier."
1980,Henry Aaron refused an award from Baseball Commissioner Bowie Kuhn honoring him for hitting his 715th home run in protest of Major League Baseball's treatment of retired black ballplayers.
1980,"The National Labor Relations Board ruled in favor of the umpires' union after they demanded that the National League release its umpire evaluations, particularly those of the replacement officials who were retained after filling in for striking umps in 1979."
1980,"On May 23rd, five hours after the midnight deadline passed, the players and owners averted a strike by announcing a new four-year basic agreement. The new deal raised the minimum player's salary from $21,000 to $30,000 and increased the clubs' contributions to the players' pension fund."
1980,"On August 20th, Pittsburgh Pirate centerfielder Omar Moreno stole his seventieth base of the season off the Houston Astros, becoming the first player in the 20th century with three consecutive seventy-steal seasons. Moreno swiped seventy-one in 1978, seventy-seven in 1979, and finished 1980 with a career-high ninety-six."
1980,"""What I did was stupid and I'll never do it again. I never wanted this to happen and I didn't know the consequences. Besides, I'd only scratched three balls that night and none of them did anything."" - Rick Honeycutt"
1980,←1979| 1980 Hitting Statistics League Leaders |1981→
1980,←1979| 1980 Pitching Statistics League Leaders |1981→
1980,1980 All-Star Game| 1980 Team Standings |1980 World Series
1980,Hitting Statistics League Leaderboard
1980,Pitching Statistics League Leaderboard
1980,"On May 3, 1980,Fergie Jenkinsdefeated the Orioles 3-2 for his one-hundredth American League victory. Did you know thatCy Young,Jim Bunning, andGaylord Perryare the only other pitchers in Major League history to win one-hundred games in each league?"
1980,"On July 14, 1980,Eddie Murrayof Baltimore did not appear on the lineup card which ended his consecutive games played streak at four-hundred forty-four. Murray was not on the lineup card because he was hit by aGeorge Brettground ball the day before."
1980,"On September 30, 1980,Bill Kunkelejected Mariners' pitcherRick Honeycuttfor doctoring baseballs. Honeycutt, who was fined $250 and suspended for ten days, was wearing a thumbtack under a band-aid on his glove hand."
1980,Where what happened yesterdayis being preserved today.
1980,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1981,"Pope John Paul II was shot in an assassination attempt by Turkish-born Mehmet Ali Agca. Although wounded badly, he made a quick recovery and soon thereafter resumed his regular travel schedule. The attack gave birth to the infamous ""Pope Mobile,"" a modified Range Rover with the back converted to a large box made of bullet-proof glass which allowed him to ride along, but also stand up and wave to the crowds."
1981,"On March 30, 1981, President Ronald Reagan was shot and seriously wounded by lone gunman John Hinckley Jr., who claimed his motive was to impress actress Jodie Foster. While President Reagan made a full recovery, his press secretary, Jim Brady, suffered a gunshot wound to the head, leaving him partially paralyzed for the rest of his life. Brady remained a powerful advocate for gun control until his passing in 2014 at the age of 73. Hinckley was initially committed to a mental institution and later released from all court restrictions in 2022."
1981,"Sandra Day O'Connor was sworn in as the first female judge on the Supreme Court after being nominated by President Reagan. The courts 102nd appointee served as an Arizona assistant attorney general from 1965 to 1969, when she was appointed to a vacancy in the Arizona Senate. In 1974, she ran successfully for trial judge, a position she held until she was appointed to the Arizona Court of Appeals in 1979."
1981,"In the first game of an April 19th doubleheader, the Oakland Athletics set a Major League mark for most consecutive wins at the start of the season after running their record to 11-0 with a 6-1 win over the Seattle Mariners."
1981,"On Friday, May 15th, Cleveland Indians pitcher Len Barker (the 1980 American League strikeout leader) fanned eleven batters on the way to a 3-0 triumph over the Toronto Blue Jays for the ninth perfect game in 20th century history."
1981,"The Milwaukee Brewers' Rollie Fingers became the first relief pitcher ever to win the American League MVP Award, edging the Oakland A's Rickey Henderson 319-308. The lanky right-hander with the handlebar mustache went on to become one of the greatest relief artists in all of baseball, lasting seventeen years and compiling the record for most career saves (three-hundred forty-five) as well as World Series saves (seven)."
1981,"Philadelphia ace Steve Carlton struck out the side (Tim Raines, Jerry Manuel, and Tim Wallach) in the first inning of a 6-2 Phillies victory over the Montreal Expos on April 29th to become the first lefthander in Major League history (and sixth pitcher overall) to record three-thousand career strikeouts."
1981,Los Angeles Dodgers ace Fernando Valenzuela became the first rookie ever to win a Cy Young Award after edging the Cincinnati Reds Tom Seaver 70-67 for National League honors. He also became the first rookie since the Cleveland Indians' Herb Score in 1955 to lead his league in strikeouts with one-hundred eighty.
1981,"Phillies third baseman Mike Schmidt won his second consecutive National League MVP Award, joining Ernie Banks and Joe Morgan as the only National League players to win the citation back-to-back. The perennial Philadelphia All-Star hit .316 with thirty-one home runs and added ninety-one RBIs despite the abbreviated season."
1981,"The Executive Board of the Players' Association voted unanimously to strike on May 29th due to the unresolved issue of free-agent compensation. The deadline was extended briefly, however, after the Players' Association's unfair labor complaint was heard by the National Labor Relations Board."
1981,"At 12:30 a.m. on June 12, union chief Marvin Miller officially announced the start of a players' strike, marking the longest labor dispute in American sports history. By the time the season resumed on August 10, a staggering 712 games—accounting for 34% of the Major League schedule—had been canceled."
